date	event	z	s62	p80	type
2007-07-16	13711	7.65	52.87076396216114	53.26424266229035	m3
2007-07-17	13711	7.485416666666667	49.77247415420112	50.32986413536259	m3
2007-07-18	13711	7.429166666666666	49.10172263008065	49.59698655389165	m3
2007-07-19	13711	7.633333333333333	52.631201221040236	52.945073889514426	m3
2007-07-29	13725	5.55625	43.18527562289678	58.24878615898676	m3
2007-07-30	13725	4.44375	40.238146411949856	58.89635139019817	m3
2007-07-31	13725	5.80625	44.65728303069566	58.00617182332441	m3
2007-08-01	13725	5.354166666666667	41.71112803438355	57.27390705925918	m3
2007-08-02	13725	6.75625	45.33470330797616	57.65788469169456	m3
2007-09-19	13777	9.997916666666667	50.98226313819039	50.497944965387866	m3
2007-09-20	13777	10.00625	44.83706711853509	45.540512440918114	m3
2007-09-21	13777	9.95625	39.54857361963015	39.5552710752446	m3
2007-09-22	13777	10.079166666666666	58.702165717903604	57.72813123195934	m3
2007-09-23	13777	10.010416666666666	58.17239388510532	57.16139771304179	m3
2008-05-11	14012	5.96875	89.77973837204345	92.43321768358652	m3
2008-05-12	14012	5.4625	97.78597520735603	97.30618821107974	m3
2008-05-13	14012	6.33125	78.93892752326772	79.61890904055927	m3
2008-05-14	14012	7.7	101.22828392644466	99.25200315666258	m3
2008-05-15	14012	7.147916666666666	103.60497491837766	100.90632913025627	m3
2008-05-28	14029	7.625	76.23336771955503	75.94463391412769	m3
2008-05-29	14029	7.5625	68.63212916129221	68.77009271183734	m3
2008-05-30	14029	6.972916666666666	28.45082038342935	29.833002314448507	m3
2008-05-31	14029	7.297916666666667	44.325230580765776	45.99372354743479	m3
2008-06-01	14029	7.25625	73.49692521761568	73.39016070346084	m3
2008-06-08	14040	6.45	41.376839263644776	42.94894646536424	m3
2008-06-09	14040	6.458333333333333	74.74646588299339	74.7751564191518	m3
2008-06-10	14040	5.816666666666666	70.42133885273473	71.8382542442292	m3
2008-06-11	14040	5.785416666666666	45.14917940157099	46.848114149266145	m3
2008-06-12	14040	5.922916666666667	42.466419623922356	45.110079336924514	m3
2008-07-14	14076	6.204166666666667	82.79206691252546	84.2188778894551	m3
2008-07-15	14076	6.610416666666667	78.19516657931655	78.83690805152638	m3
2008-07-16	14076	6.375	77.99270871378869	77.94778437699607	m3
2008-07-17	14076	6.735416666666667	62.12172063619359	62.28333912301352	m3
2008-07-18	14076	6.852083333333333	78.23605306075532	78.8564122236911	m3
2008-07-28	14090	6.7875	51.38443841996069	53.61610662707849	m3
2008-07-29	14090	7.016666666666667	45.23524798685895	45.9338228015769	m3
2008-07-30	14090	6.6875	53.494530720632504	54.81089301756579	m3
2008-07-31	14090	5.897916666666666	54.88633341231553	55.23352849930934	m3
2008-08-01	14090	6.839583333333334	47.267509343727156	50.48353234862721	m3
2008-08-11	14104	6.922916666666667	47.349638433330476	48.44639324814363	m3
2008-08-12	14104	6.695833333333334	42.18225738543412	42.55729156780448	m3
2008-08-13	14104	6.7	46.80125893269549	46.723930090076415	m3
2008-08-14	14104	6.795833333333333	47.84905188015519	48.455025406116896	m3
2008-08-15	14104	6.85625	48.19201424300288	49.287516716534036	m3
2008-08-25	14118	7.577083333333333	28.995959243498707	29.171760153780703	m3
2008-08-26	14118	7.6	28.773436849325115	28.900844388176495	m3
2008-08-27	14118	7.6	31.53968034527788	31.176738424129358	m3
2008-08-28	14118	7.6	21.21028725912068	21.35472455187764	m3
2008-08-29	14118	7.6937500000000005	28.022087849376817	28.205534978061365	m3
2008-09-10	14134	8.160416666666666	30.607488425997172	30.23573267841176	m3
2008-09-11	14134	8.308333333333334	15.616072971207624	16.877378511925514	m3
2008-09-12	14134	8.445833333333333	28.636646269287663	28.283564092840205	m3
2008-09-13	14134	8.579166666666666	13.983688794763742	15.813615144750718	m3
2008-09-14	14134	8.73125	16.115948960363717	17.438946714554454	m3
2009-05-07	14370	2.2604166666666665	64.61669354751966	68.10138657199889	m3
2009-05-08	14370	2.754166666666667	63.91164460799543	66.91438604137493	m3
